s	external_id	project	continental_pop	subpop	gvcf	cram	crai	realign_cram	realign_crai	batch	operation	flowcell_lane	library_id	platform	centre	r_contamination	r_chimera	r_duplication	median_insert_size	fam_id	mat_id	sex	original_gvcf	pat_id
NA18942	NA18942	thousand-genomes	jpt	-	gs://cpg-thousand-genomes-main/gvcf/raw/NA18942.g.vcf.gz	-	-	-	-	-	add	-	-	-	-	-	-	-	-	NA18942	0	2	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_13607/Project_CCDG_13607_B01_GRM_WGS.gVCF.2019-02-06/Sample_NA18942/analysis/NA18942.haplotypeCalls.er.raw.g.vcf.gz	0
NA18943	NA18943	thousand-genomes	jpt	-	gs://cpg-thousand-genomes-main/gvcf/raw/NA18943.g.vcf.gz	-	-	-	-	-	add	-	-	-	-	-	-	-	-	NA18943	0	1	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_13607/Project_CCDG_13607_B01_GRM_WGS.gVCF.2019-02-06/Sample_NA18943/analysis/NA18943.haplotypeCalls.er.raw.g.vcf.gz	0
NA18944	NA18944	thousand-genomes	jpt	-	gs://cpg-thousand-genomes-main/gvcf/raw/NA18944.g.vcf.gz	-	-	-	-	-	add	-	-	-	-	-	-	-	-	NA18944	0	1	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_13607/Project_CCDG_13607_B01_GRM_WGS.gVCF.2019-02-06/Sample_NA18944/analysis/NA18944.haplotypeCalls.er.raw.g.vcf.gz	0
NA18945	NA18945	thousand-genomes	jpt	-	gs://cpg-thousand-genomes-main/gvcf/raw/NA18945.g.vcf.gz	-	-	-	-	-	add	-	-	-	-	-	-	-	-	NA18945	0	1	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_13607/Project_CCDG_13607_B01_GRM_WGS.gVCF.2019-02-06/Sample_NA18945/analysis/NA18945.haplotypeCalls.er.raw.g.vcf.gz	0
NA18946	NA18946	thousand-genomes	jpt	-	gs://cpg-thousand-genomes-main/gvcf/raw/NA18946.g.vcf.gz	-	-	-	-	-	add	-	-	-	-	-	-	-	-	NA18946	0	2	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_13607/Project_CCDG_13607_B01_GRM_WGS.gVCF.2019-02-06/Sample_NA18946/analysis/NA18946.haplotypeCalls.er.raw.g.vcf.gz	0
NA18947	NA18947	thousand-genomes	jpt	-	gs://cpg-thousand-genomes-main/gvcf/raw/NA18947.g.vcf.gz	-	-	-	-	-	add	-	-	-	-	-	-	-	-	NA18947	0	2	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_13607/Project_CCDG_13607_B01_GRM_WGS.gVCF.2019-02-06/Sample_NA18947/analysis/NA18947.haplotypeCalls.er.raw.g.vcf.gz	0
NA18948	NA18948	thousand-genomes	jpt	-	gs://cpg-thousand-genomes-main/gvcf/raw/NA18948.g.vcf.gz	-	-	-	-	-	add	-	-	-	-	-	-	-	-	NA18948	0	1	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_13607/Project_CCDG_13607_B01_GRM_WGS.gVCF.2019-02-06/Sample_NA18948/analysis/NA18948.haplotypeCalls.er.raw.g.vcf.gz	0
NA18949	NA18949	thousand-genomes	jpt	-	gs://cpg-thousand-genomes-main/gvcf/raw/NA18949.g.vcf.gz	-	-	-	-	-	add	-	-	-	-	-	-	-	-	NA18949	0	2	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_13607/Project_CCDG_13607_B01_GRM_WGS.gVCF.2019-02-06/Sample_NA18949/analysis/NA18949.haplotypeCalls.er.raw.g.vcf.gz	0
NA18950	NA18950	thousand-genomes	jpt	-	gs://cpg-thousand-genomes-main/gvcf/raw/NA18950.g.vcf.gz	-	-	-	-	-	add	-	-	-	-	-	-	-	-	NA18950	0	2	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_13607/Project_CCDG_13607_B01_GRM_WGS.gVCF.2019-02-06/Sample_NA18950/analysis/NA18950.haplotypeCalls.er.raw.g.vcf.gz	0
NA18951	NA18951	thousand-genomes	jpt	-	gs://cpg-thousand-genomes-main/gvcf/raw/NA18951.g.vcf.gz	-	-	-	-	-	add	-	-	-	-	-	-	-	-	NA18951	0	2	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_13607/Project_CCDG_13607_B01_GRM_WGS.gVCF.2019-02-06/Sample_NA18951/analysis/NA18951.haplotypeCalls.er.raw.g.vcf.gz	0
NA18952	NA18952	thousand-genomes	jpt	-	gs://cpg-thousand-genomes-main/gvcf/raw/NA18952.g.vcf.gz	-	-	-	-	-	add	-	-	-	-	-	-	-	-	NA18952	0	1	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_13607/Project_CCDG_13607_B01_GRM_WGS.gVCF.2019-02-06/Sample_NA18952/analysis/NA18952.haplotypeCalls.er.raw.g.vcf.gz	0
NA18953	NA18953	thousand-genomes	jpt	-	gs://cpg-thousand-genomes-main/gvcf/raw/NA18953.g.vcf.gz	-	-	-	-	-	add	-	-	-	-	-	-	-	-	NA18953	0	1	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_13607/Project_CCDG_13607_B01_GRM_WGS.gVCF.2019-02-06/Sample_NA18953/analysis/NA18953.haplotypeCalls.er.raw.g.vcf.gz	0
NA18954	NA18954	thousand-genomes	jpt	-	gs://cpg-thousand-genomes-main/gvcf/raw/NA18954.g.vcf.gz	-	-	-	-	-	add	-	-	-	-	-	-	-	-	NA18954	0	2	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_13607/Project_CCDG_13607_B01_GRM_WGS.gVCF.2019-02-06/Sample_NA18954/analysis/NA18954.haplotypeCalls.er.raw.g.vcf.gz	0
NA18956	NA18956	thousand-genomes	jpt	-	gs://cpg-thousand-genomes-main/gvcf/raw/NA18956.g.vcf.gz	-	-	-	-	-	add	-	-	-	-	-	-	-	-	NA18956	0	2	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_13607/Project_CCDG_13607_B01_GRM_WGS.gVCF.2019-02-06/Sample_NA18956/analysis/NA18956.haplotypeCalls.er.raw.g.vcf.gz	0
NA18957	NA18957	thousand-genomes	jpt	-	gs://cpg-thousand-genomes-main/gvcf/raw/NA18957.g.vcf.gz	-	-	-	-	-	add	-	-	-	-	-	-	-	-	NA18957	0	2	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_13607/Project_CCDG_13607_B01_GRM_WGS.gVCF.2019-02-06/Sample_NA18957/analysis/NA18957.haplotypeCalls.er.raw.g.vcf.gz	0
NA18959	NA18959	thousand-genomes	jpt	-	gs://cpg-thousand-genomes-main/gvcf/raw/NA18959.g.vcf.gz	-	-	-	-	-	add	-	-	-	-	-	-	-	-	NA18959	0	1	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_13607/Project_CCDG_13607_B01_GRM_WGS.gVCF.2019-02-06/Sample_NA18959/analysis/NA18959.haplotypeCalls.er.raw.g.vcf.gz	0
NA18960	NA18960	thousand-genomes	jpt	-	gs://cpg-thousand-genomes-main/gvcf/raw/NA18960.g.vcf.gz	-	-	-	-	-	add	-	-	-	-	-	-	-	-	NA18960	0	1	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_13607/Project_CCDG_13607_B01_GRM_WGS.gVCF.2019-02-06/Sample_NA18960/analysis/NA18960.haplotypeCalls.er.raw.g.vcf.gz	0
NA18961	NA18961	thousand-genomes	jpt	-	gs://cpg-thousand-genomes-main/gvcf/raw/NA18961.g.vcf.gz	-	-	-	-	-	add	-	-	-	-	-	-	-	-	NA18961	0	1	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_13607/Project_CCDG_13607_B01_GRM_WGS.gVCF.2019-02-06/Sample_NA18961/analysis/NA18961.haplotypeCalls.er.raw.g.vcf.gz	0
NA18962	NA18962	thousand-genomes	jpt	-	gs://cpg-thousand-genomes-main/gvcf/raw/NA18962.g.vcf.gz	-	-	-	-	-	add	-	-	-	-	-	-	-	-	NA18962	0	1	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_13607/Project_CCDG_13607_B01_GRM_WGS.gVCF.2019-02-06/Sample_NA18962/analysis/NA18962.haplotypeCalls.er.raw.g.vcf.gz	0
NA18963	NA18963	thousand-genomes	jpt	-	gs://cpg-thousand-genomes-main/gvcf/raw/NA18963.g.vcf.gz	-	-	-	-	-	add	-	-	-	-	-	-	-	-	NA18963	0	2	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_13607/Project_CCDG_13607_B01_GRM_WGS.gVCF.2019-02-06/Sample_NA18963/analysis/NA18963.haplotypeCalls.er.raw.g.vcf.gz	0
NA18964	NA18964	thousand-genomes	jpt	-	gs://cpg-thousand-genomes-main/gvcf/raw/NA18964.g.vcf.gz	-	-	-	-	-	add	-	-	-	-	-	-	-	-	NA18964	0	2	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_13607/Project_CCDG_13607_B01_GRM_WGS.gVCF.2019-02-06/Sample_NA18964/analysis/NA18964.haplotypeCalls.er.raw.g.vcf.gz	0
NA18965	NA18965	thousand-genomes	jpt	-	gs://cpg-thousand-genomes-main/gvcf/raw/NA18965.g.vcf.gz	-	-	-	-	-	add	-	-	-	-	-	-	-	-	NA18965	0	1	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_13607/Project_CCDG_13607_B01_GRM_WGS.gVCF.2019-02-06/Sample_NA18965/analysis/NA18965.haplotypeCalls.er.raw.g.vcf.gz	0
NA18966	NA18966	thousand-genomes	jpt	-	gs://cpg-thousand-genomes-main/gvcf/raw/NA18966.g.vcf.gz	-	-	-	-	-	add	-	-	-	-	-	-	-	-	NA18966	0	1	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_13607/Project_CCDG_13607_B01_GRM_WGS.gVCF.2019-02-06/Sample_NA18966/analysis/NA18966.haplotypeCalls.er.raw.g.vcf.gz	0
NA18967	NA18967	thousand-genomes	jpt	-	gs://cpg-thousand-genomes-main/gvcf/raw/NA18967.g.vcf.gz	-	-	-	-	-	add	-	-	-	-	-	-	-	-	NA18967	0	1	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_13607/Project_CCDG_13607_B01_GRM_WGS.gVCF.2019-02-06/Sample_NA18967/analysis/NA18967.haplotypeCalls.er.raw.g.vcf.gz	0
NA18968	NA18968	thousand-genomes	jpt	-	gs://cpg-thousand-genomes-main/gvcf/raw/NA18968.g.vcf.gz	-	-	-	-	-	add	-	-	-	-	-	-	-	-	NA18968	0	2	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_13607/Project_CCDG_13607_B01_GRM_WGS.gVCF.2019-02-06/Sample_NA18968/analysis/NA18968.haplotypeCalls.er.raw.g.vcf.gz	0
NA18969	NA18969	thousand-genomes	jpt	-	gs://cpg-thousand-genomes-main/gvcf/raw/NA18969.g.vcf.gz	-	-	-	-	-	add	-	-	-	-	-	-	-	-	NA18969	0	2	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_13607/Project_CCDG_13607_B01_GRM_WGS.gVCF.2019-02-06/Sample_NA18969/analysis/NA18969.haplotypeCalls.er.raw.g.vcf.gz	0
NA18970	NA18970	thousand-genomes	jpt	-	gs://cpg-thousand-genomes-main/gvcf/raw/NA18970.g.vcf.gz	-	-	-	-	-	add	-	-	-	-	-	-	-	-	NA18970	0	1	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_13607/Project_CCDG_13607_B01_GRM_WGS.gVCF.2019-02-06/Sample_NA18970/analysis/NA18970.haplotypeCalls.er.raw.g.vcf.gz	0
NA18971	NA18971	thousand-genomes	jpt	-	gs://cpg-thousand-genomes-main/gvcf/raw/NA18971.g.vcf.gz	-	-	-	-	-	add	-	-	-	-	-	-	-	-	NA18971	0	1	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_13607/Project_CCDG_13607_B01_GRM_WGS.gVCF.2019-02-06/Sample_NA18971/analysis/NA18971.haplotypeCalls.er.raw.g.vcf.gz	0
NA18972	NA18972	thousand-genomes	jpt	-	gs://cpg-thousand-genomes-main/gvcf/raw/NA18972.g.vcf.gz	-	-	-	-	-	add	-	-	-	-	-	-	-	-	NA18972	0	2	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_13607/Project_CCDG_13607_B01_GRM_WGS.gVCF.2019-02-06/Sample_NA18972/analysis/NA18972.haplotypeCalls.er.raw.g.vcf.gz	0
NA18973	NA18973	thousand-genomes	jpt	-	gs://cpg-thousand-genomes-main/gvcf/raw/NA18973.g.vcf.gz	-	-	-	-	-	add	-	-	-	-	-	-	-	-	NA18973	0	2	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_13607/Project_CCDG_13607_B01_GRM_WGS.gVCF.2019-02-06/Sample_NA18973/analysis/NA18973.haplotypeCalls.er.raw.g.vcf.gz	0
NA18974	NA18974	thousand-genomes	jpt	-	gs://cpg-thousand-genomes-main/gvcf/raw/NA18974.g.vcf.gz	-	-	-	-	-	add	-	-	-	-	-	-	-	-	NA18974	0	1	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_13607/Project_CCDG_13607_B01_GRM_WGS.gVCF.2019-02-06/Sample_NA18974/analysis/NA18974.haplotypeCalls.er.raw.g.vcf.gz	0
NA18975	NA18975	thousand-genomes	jpt	-	gs://cpg-thousand-genomes-main/gvcf/raw/NA18975.g.vcf.gz	-	-	-	-	-	add	-	-	-	-	-	-	-	-	NA18975	0	2	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_13607/Project_CCDG_13607_B01_GRM_WGS.gVCF.2019-02-06/Sample_NA18975/analysis/NA18975.haplotypeCalls.er.raw.g.vcf.gz	0
NA18976	NA18976	thousand-genomes	jpt	-	gs://cpg-thousand-genomes-main/gvcf/raw/NA18976.g.vcf.gz	-	-	-	-	-	add	-	-	-	-	-	-	-	-	NA18976	0	2	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_13607/Project_CCDG_13607_B01_GRM_WGS.gVCF.2019-02-06/Sample_NA18976/analysis/NA18976.haplotypeCalls.er.raw.g.vcf.gz	0
NA18977	NA18977	thousand-genomes	jpt	-	gs://cpg-thousand-genomes-main/gvcf/raw/NA18977.g.vcf.gz	-	-	-	-	-	add	-	-	-	-	-	-	-	-	NA18977	0	1	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_13607/Project_CCDG_13607_B01_GRM_WGS.gVCF.2019-02-06/Sample_NA18977/analysis/NA18977.haplotypeCalls.er.raw.g.vcf.gz	0
NA18978	NA18978	thousand-genomes	jpt	-	gs://cpg-thousand-genomes-main/gvcf/raw/NA18978.g.vcf.gz	-	-	-	-	-	add	-	-	-	-	-	-	-	-	NA18978	0	2	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_13607/Project_CCDG_13607_B01_GRM_WGS.gVCF.2019-02-06/Sample_NA18978/analysis/NA18978.haplotypeCalls.er.raw.g.vcf.gz	0
NA18979	NA18979	thousand-genomes	jpt	-	gs://cpg-thousand-genomes-main/gvcf/raw/NA18979.g.vcf.gz	-	-	-	-	-	add	-	-	-	-	-	-	-	-	NA18979	0	2	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_13607/Project_CCDG_13607_B01_GRM_WGS.gVCF.2019-02-06/Sample_NA18979/analysis/NA18979.haplotypeCalls.er.raw.g.vcf.gz	0
NA18980	NA18980	thousand-genomes	jpt	-	gs://cpg-thousand-genomes-main/gvcf/raw/NA18980.g.vcf.gz	-	-	-	-	-	add	-	-	-	-	-	-	-	-	NA18980	0	2	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_13607/Project_CCDG_13607_B01_GRM_WGS.gVCF.2019-02-06/Sample_NA18980/analysis/NA18980.haplotypeCalls.er.raw.g.vcf.gz	0
NA18981	NA18981	thousand-genomes	jpt	-	gs://cpg-thousand-genomes-main/gvcf/raw/NA18981.g.vcf.gz	-	-	-	-	-	add	-	-	-	-	-	-	-	-	NA18981	0	2	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_13607/Project_CCDG_13607_B01_GRM_WGS.gVCF.2019-02-06/Sample_NA18981/analysis/NA18981.haplotypeCalls.er.raw.g.vcf.gz	0
NA18982	NA18982	thousand-genomes	jpt	-	gs://cpg-thousand-genomes-main/gvcf/raw/NA18982.g.vcf.gz	-	-	-	-	-	add	-	-	-	-	-	-	-	-	NA18982	0	1	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_13607/Project_CCDG_13607_B01_GRM_WGS.gVCF.2019-02-06/Sample_NA18982/analysis/NA18982.haplotypeCalls.er.raw.g.vcf.gz	0
NA18983	NA18983	thousand-genomes	jpt	-	gs://cpg-thousand-genomes-main/gvcf/raw/NA18983.g.vcf.gz	-	-	-	-	-	add	-	-	-	-	-	-	-	-	NA18983	0	1	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_13607/Project_CCDG_13607_B01_GRM_WGS.gVCF.2019-02-06/Sample_NA18983/analysis/NA18983.haplotypeCalls.er.raw.g.vcf.gz	0
NA18984	NA18984	thousand-genomes	jpt	-	gs://cpg-thousand-genomes-main/gvcf/raw/NA18984.g.vcf.gz	-	-	-	-	-	add	-	-	-	-	-	-	-	-	NA18984	0	1	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_13607/Project_CCDG_13607_B01_GRM_WGS.gVCF.2019-02-06/Sample_NA18984/analysis/NA18984.haplotypeCalls.er.raw.g.vcf.gz	0
NA18985	NA18985	thousand-genomes	jpt	-	gs://cpg-thousand-genomes-main/gvcf/raw/NA18985.g.vcf.gz	-	-	-	-	-	add	-	-	-	-	-	-	-	-	NA18985	0	1	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_13607/Project_CCDG_13607_B01_GRM_WGS.gVCF.2019-02-06/Sample_NA18985/analysis/NA18985.haplotypeCalls.er.raw.g.vcf.gz	0
NA18986	NA18986	thousand-genomes	jpt	-	gs://cpg-thousand-genomes-main/gvcf/raw/NA18986.g.vcf.gz	-	-	-	-	-	add	-	-	-	-	-	-	-	-	NA18986	0	1	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_13607/Project_CCDG_13607_B01_GRM_WGS.gVCF.2019-02-06/Sample_NA18986/analysis/NA18986.haplotypeCalls.er.raw.g.vcf.gz	0
NA18987	NA18987	thousand-genomes	jpt	-	gs://cpg-thousand-genomes-main/gvcf/raw/NA18987.g.vcf.gz	-	-	-	-	-	add	-	-	-	-	-	-	-	-	NA18987	0	2	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_13607/Project_CCDG_13607_B01_GRM_WGS.gVCF.2019-02-06/Sample_NA18987/analysis/NA18987.haplotypeCalls.er.raw.g.vcf.gz	0
NA18988	NA18988	thousand-genomes	jpt	-	gs://cpg-thousand-genomes-main/gvcf/raw/NA18988.g.vcf.gz	-	-	-	-	-	add	-	-	-	-	-	-	-	-	NA18988	0	1	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_13607/Project_CCDG_13607_B01_GRM_WGS.gVCF.2019-02-06/Sample_NA18988/analysis/NA18988.haplotypeCalls.er.raw.g.vcf.gz	0
NA18989	NA18989	thousand-genomes	jpt	-	gs://cpg-thousand-genomes-main/gvcf/raw/NA18989.g.vcf.gz	-	-	-	-	-	add	-	-	-	-	-	-	-	-	NA18989	0	1	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_13607/Project_CCDG_13607_B01_GRM_WGS.gVCF.2019-02-06/Sample_NA18989/analysis/NA18989.haplotypeCalls.er.raw.g.vcf.gz	0
NA18990	NA18990	thousand-genomes	jpt	-	gs://cpg-thousand-genomes-main/gvcf/raw/NA18990.g.vcf.gz	-	-	-	-	-	add	-	-	-	-	-	-	-	-	NA18990	0	1	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_13607/Project_CCDG_13607_B01_GRM_WGS.gVCF.2019-02-06/Sample_NA18990/analysis/NA18990.haplotypeCalls.er.raw.g.vcf.gz	0
NA18991	NA18991	thousand-genomes	jpt	-	gs://cpg-thousand-genomes-main/gvcf/raw/NA18991.g.vcf.gz	-	-	-	-	-	add	-	-	-	-	-	-	-	-	NA18991	0	2	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_13607/Project_CCDG_13607_B01_GRM_WGS.gVCF.2019-02-06/Sample_NA18991/analysis/NA18991.haplotypeCalls.er.raw.g.vcf.gz	0
NA18992	NA18992	thousand-genomes	jpt	-	gs://cpg-thousand-genomes-main/gvcf/raw/NA18992.g.vcf.gz	-	-	-	-	-	add	-	-	-	-	-	-	-	-	NA18992	0	2	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_13607/Project_CCDG_13607_B01_GRM_WGS.gVCF.2019-02-06/Sample_NA18992/analysis/NA18992.haplotypeCalls.er.raw.g.vcf.gz	0
NA18993	NA18993	thousand-genomes	jpt	-	gs://cpg-thousand-genomes-main/gvcf/raw/NA18993.g.vcf.gz	-	-	-	-	-	add	-	-	-	-	-	-	-	-	NA18993	0	2	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_13607/Project_CCDG_13607_B01_GRM_WGS.gVCF.2019-02-06/Sample_NA18993/analysis/NA18993.haplotypeCalls.er.raw.g.vcf.gz	0
NA18994	NA18994	thousand-genomes	jpt	-	gs://cpg-thousand-genomes-main/gvcf/raw/NA18994.g.vcf.gz	-	-	-	-	-	add	-	-	-	-	-	-	-	-	NA18994	0	1	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_13607/Project_CCDG_13607_B01_GRM_WGS.gVCF.2019-02-06/Sample_NA18994/analysis/NA18994.haplotypeCalls.er.raw.g.vcf.gz	0
NA18995	NA18995	thousand-genomes	jpt	-	gs://cpg-thousand-genomes-main/gvcf/raw/NA18995.g.vcf.gz	-	-	-	-	-	add	-	-	-	-	-	-	-	-	NA18995	0	1	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_13607/Project_CCDG_13607_B01_GRM_WGS.gVCF.2019-02-06/Sample_NA18995/analysis/NA18995.haplotypeCalls.er.raw.g.vcf.gz	0
NA18997	NA18997	thousand-genomes	jpt	-	gs://cpg-thousand-genomes-main/gvcf/raw/NA18997.g.vcf.gz	-	-	-	-	-	add	-	-	-	-	-	-	-	-	NA18997	0	2	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_13607/Project_CCDG_13607_B01_GRM_WGS.gVCF.2019-02-06/Sample_NA18997/analysis/NA18997.haplotypeCalls.er.raw.g.vcf.gz	0
NA18998	NA18998	thousand-genomes	jpt	-	gs://cpg-thousand-genomes-main/gvcf/raw/NA18998.g.vcf.gz	-	-	-	-	-	add	-	-	-	-	-	-	-	-	NA18998	0	2	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_13607/Project_CCDG_13607_B01_GRM_WGS.gVCF.2019-02-06/Sample_NA18998/analysis/NA18998.haplotypeCalls.er.raw.g.vcf.gz	0
NA18999	NA18999	thousand-genomes	jpt	-	gs://cpg-thousand-genomes-main/gvcf/raw/NA18999.g.vcf.gz	-	-	-	-	-	add	-	-	-	-	-	-	-	-	NA18999	0	2	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_13607/Project_CCDG_13607_B01_GRM_WGS.gVCF.2019-02-06/Sample_NA18999/analysis/NA18999.haplotypeCalls.er.raw.g.vcf.gz	0
NA19000	NA19000	thousand-genomes	jpt	-	gs://cpg-thousand-genomes-main/gvcf/raw/NA19000.g.vcf.gz	-	-	-	-	-	add	-	-	-	-	-	-	-	-	NA19000	0	1	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_13607/Project_CCDG_13607_B01_GRM_WGS.gVCF.2019-02-06/Sample_NA19000/analysis/NA19000.haplotypeCalls.er.raw.g.vcf.gz	0
NA19001	NA19001	thousand-genomes	jpt	-	gs://cpg-thousand-genomes-main/gvcf/raw/NA19001.g.vcf.gz	-	-	-	-	-	add	-	-	-	-	-	-	-	-	NA19001	0	2	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_13607/Project_CCDG_13607_B01_GRM_WGS.gVCF.2019-02-06/Sample_NA19001/analysis/NA19001.haplotypeCalls.er.raw.g.vcf.gz	0
NA19002	NA19002	thousand-genomes	jpt	-	gs://cpg-thousand-genomes-main/gvcf/raw/NA19002.g.vcf.gz	-	-	-	-	-	add	-	-	-	-	-	-	-	-	NA19002	0	2	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_13607/Project_CCDG_13607_B01_GRM_WGS.gVCF.2019-02-06/Sample_NA19002/analysis/NA19002.haplotypeCalls.er.raw.g.vcf.gz	0
NA19003	NA19003	thousand-genomes	jpt	-	gs://cpg-thousand-genomes-main/gvcf/raw/NA19003.g.vcf.gz	-	-	-	-	-	add	-	-	-	-	-	-	-	-	NA19003	0	2	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_13607/Project_CCDG_13607_B01_GRM_WGS.gVCF.2019-02-06/Sample_NA19003/analysis/NA19003.haplotypeCalls.er.raw.g.vcf.gz	0
NA19004	NA19004	thousand-genomes	jpt	-	gs://cpg-thousand-genomes-main/gvcf/raw/NA19004.g.vcf.gz	-	-	-	-	-	add	-	-	-	-	-	-	-	-	NA19004	0	1	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_13607/Project_CCDG_13607_B01_GRM_WGS.gVCF.2019-02-06/Sample_NA19004/analysis/NA19004.haplotypeCalls.er.raw.g.vcf.gz	0
NA19005	NA19005	thousand-genomes	jpt	-	gs://cpg-thousand-genomes-main/gvcf/raw/NA19005.g.vcf.gz	-	-	-	-	-	add	-	-	-	-	-	-	-	-	NA19005	0	1	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_13607/Project_CCDG_13607_B01_GRM_WGS.gVCF.2019-02-06/Sample_NA19005/analysis/NA19005.haplotypeCalls.er.raw.g.vcf.gz	0
NA19006	NA19006	thousand-genomes	jpt	-	gs://cpg-thousand-genomes-main/gvcf/raw/NA19006.g.vcf.gz	-	-	-	-	-	add	-	-	-	-	-	-	-	-	NA19006	0	1	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_13607/Project_CCDG_13607_B01_GRM_WGS.gVCF.2019-02-06/Sample_NA19006/analysis/NA19006.haplotypeCalls.er.raw.g.vcf.gz	0
NA19007	NA19007	thousand-genomes	jpt	-	gs://cpg-thousand-genomes-main/gvcf/raw/NA19007.g.vcf.gz	-	-	-	-	-	add	-	-	-	-	-	-	-	-	NA19007	0	1	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_13607/Project_CCDG_13607_B01_GRM_WGS.gVCF.2019-02-06/Sample_NA19007/analysis/NA19007.haplotypeCalls.er.raw.g.vcf.gz	0
